Scenario,Year,RegionNum,Geogr,SubDat,Fuel,Description,Unit,value
refnocpp,2034,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006345376
refnocpp,2034,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.004704563
refnocpp,2035,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006340376
refnocpp,2035,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005707744
refnocpp,2036,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006328502
refnocpp,2036,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.004757946
refnocpp,2037,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006328074
refnocpp,2037,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.00570575
refnocpp,2038,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006316488
refnocpp,2038,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003878788
refnocpp,2039,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006297612
refnocpp,2039,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003882328
refnocpp,2040,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006282894
refnocpp,2040,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003879202
refnocpp,2041,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006281062
refnocpp,2041,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005792628
refnocpp,2042,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006261932
refnocpp,2042,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003872428
refnocpp,2043,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006282448
refnocpp,2043,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005685848
refnocpp,2044,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006309166
refnocpp,2044,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006390994
refnocpp,2045,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006275704
refnocpp,2045,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006356138
refnocpp,2046,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006275546
refnocpp,2046,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003863756
refnocpp,2047,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006255095
refnocpp,2047,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.005655359
refnocpp,2048,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006287882
refnocpp,2048,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.00567213
refnocpp,2049,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006272472
refnocpp,2049,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.00628447
refnocpp,2050,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.006249097
refnocpp,2050,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -,million short tons,0.003856603
refnocpp,2009,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2009,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2010,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2010,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2011,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2011,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2012,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2012,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2013,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2013,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2014,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2014,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2015,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2015,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2016,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2016,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2017,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2017,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2018,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2018,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2019,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2019,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2020,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2020,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2021,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2021,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2022,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2022,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2023,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2023,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2024,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2024,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2025,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2025,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2026,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2026,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2027,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2027,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2028,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2028,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2029,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2029,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2030,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2030,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2031,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2031,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2032,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2032,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2033,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2033,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2034,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2034,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2035,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2035,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2036,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2036,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2037,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2037,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2038,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2038,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2039,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2039,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2040,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2040,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2041,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2041,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2042,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2042,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2043,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2043,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2044,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2044,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2045,1,texas regional entity,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
refnocpp,2045,1,texas regional entity,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-BH -   -SC,million short tons,0
